tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,dog_stage,jpg_url,img_num,breed_prediction,prediction_accuracy,likes,retweets
752334515931054080,2016-07-11 02:51:40+00:00,iphone,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,18,10,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg,1,Bedlington_terrier,0.399163,4238,1263
716080869887381504,2016-04-02 01:52:38+00:00,iphone,Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu,11,10,,doggo,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg,1,golden_retriever,0.638625,5272,1935
719991154352222208,2016-04-12 20:50:42+00:00,iphone,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV,10,10,,doggo,https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg,2,golden_retriever,0.605304,5281,1979
724771698126512129,2016-04-26 01:26:53+00:00,iphone,Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs,11,10,,doggo,https://pbs.twimg.com/media/Cg7n_-OU8AA5RR1.jpg,2,German_short-haired_pointer,0.835491,2593,725
727644517743104000,2016-05-03 23:42:26+00:00,iphone,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,13,10,,doggo,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,2,Great_Pyrenees,0.457164,6431,1962
732375214819057664,2016-05-17 01:00:32+00:00,iphone,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,11,10,Kyle,doggo,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg,1,basset,0.000547053,8832,2838
733109485275860992,2016-05-19 01:38:16+00:00,iphone,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",12,10,,doggo,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,1,golden_retriever,0.945523,44619,17621
735256018284875776,2016-05-24 23:47:49+00:00,iphone,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,18,10,Kellogg,doggo,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,1,Staffordshire_bullterrier,0.523191,3675,993
739238157791694849,2016-06-04 23:31:25+00:00,iphone,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,13,10,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,1,Eskimo_dog,0.503372,75163,52360
741067306818797568,2016-06-10 00:39:48+00:00,iphone,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,12,10,,doggo,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,1,golden_retriever,0.843799,10342,3520
744234799360020481,2016-06-18 18:26:18+00:00,iphone,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,13,10,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,1,Labrador_retriever,0.825333,131075,79515
745433870967832576,2016-06-22 01:50:58+00:00,iphone,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,10,10,Lenox,doggo,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,1,basset,1.44895e-05,7824,2894
748932637671223296,2016-07-01 17:33:49+00:00,iphone,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,13,10,Divine,doggo,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg,1,borzoi,0.742912,6461,2564
750011400160841729,2016-07-04 17:00:26+00:00,tweetdeck,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM,11,10,Piper,doggo,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,1,Boston_bull,0.0871498,3568,1035
751583847268179968,2016-07-09 01:08:47+00:00,iphone,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,15,10,,doggo,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,1,dalmatian,0.8683040000000001,4849,1265
752660715232722944,2016-07-12 00:27:52+00:00,iphone,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr",10,10,,doggo,https://pbs.twimg.com/media/CnH87L6XYAAF7I_.jpg,2,English_setter,0.0505118,4878,1794
795464331001561088,2016-11-07 03:14:10+00:00,iphone,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,13,10,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,1,golden_retriever,0.193082,55683,27728
799757965289017345,2016-11-18 23:35:32+00:00,iphone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,13,10,Sobe,doggo,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,1,Border_collie,0.442534,9390,2506
831939777352105988,2017-02-15 18:54:34+00:00,iphone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,12,10,Emanuel,doggo,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1,Pomeranian,0.153862,26404,7031
832032802820481025,2017-02-16 01:04:13+00:00,iphone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",12,10,Miguel,doggo,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1,whippet,0.601712,13887,4746
832273440279240704,2017-02-16 17:00:25+00:00,iphone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,14,10,Smiley,doggo,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1,Pembroke,0.134081,12385,2673
832998151111966721,2017-02-18 17:00:10+00:00,iphone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",13,10,Rhino,doggo,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1,boxer,0.539036,14549,2522
834574053763584002,2017-02-23 01:22:14+00:00,iphone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,13,10,,doggo,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,1,golden_retriever,0.226564,14993,2882
836753516572119041,2017-03-01 01:42:39+00:00,iphone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,12,10,Meera,doggo,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,1,schipperke,0.0115635,21029,5237
845397057150107648,2017-03-24 22:08:59+00:00,iphone,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",13,10,Mimosa,doggo,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1,Dandie_Dinmont,0.394404,8241,2072
846514051647705089,2017-03-28 00:07:32+00:00,iphone,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,13,10,Barney,doggo,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2,golden_retriever,0.650003,48410,13076
854010172552949760,2017-04-17 16:34:26+00:00,iphone,"At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the two. 11/10 only send dogs https://t.co/TXdT3tmuYk",11,10,,doggo,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,English_springer,0.3547329999999999,17169,3433
855851453814013952,2017-04-22 18:31:02+00:00,iphone,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,13,10,,doggo,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,flat-coated_retriever,0.321676,47844,19196
858843525470990336,2017-05-01 00:40:27+00:00,iphone,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,13,10,,doggo,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,golden_retriever,0.57812,16304,3771
869596645499047938,2017-05-30 16:49:31+00:00,iphone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,Chihuahua,0.955156,16476,3327
872967104147763200,2017-06-09 00:02:31+00:00,iphone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,0.476913,28031,5669
884162670584377345,2017-07-09 21:29:42+00:00,iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,20771,3128
796484825502875648,2016-11-09 22:49:15+00:00,iphone,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,12,10,,doggo,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,1,cocker_spaniel,0.116924,8472,2042
831322785565769729,2017-02-14 02:02:51+00:00,iphone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,12,10,Pete,doggo,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1,Old_English_sheepdog,0.999715,10042,1744
829449946868879360,2017-02-08 22:00:52+00:00,iphone,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,11,10,,doggo,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1,Labrador_retriever,0.315163,11519,2329
871515927908634625,2017-06-04 23:56:03+00:00,iphone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor,0.974781,20730,3628
828381636999917570,2017-02-05 23:15:47+00:00,iphone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,14,10,Doobert,doggo,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1,Bedlington_terrier,0.3925349999999999,13864,2554
829374341691346946,2017-02-08 17:00:26+00:00,iphone,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,13,10,Astrid,doggo,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1,Staffordshire_bullterrier,0.757547,38074,10706
801115127852503040,2016-11-22 17:28:25+00:00,iphone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,12,10,Bones,doggo,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,1,dalmatian,0.823356,8992,2429
808106460588765185,2016-12-12 00:29:28+00:00,iphone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,12,10,,doggo,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,1,golden_retriever,0.426183,9701,2525
813096984823349248,2016-12-25 19:00:02+00:00,iphone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,11,10,Rocky,doggo,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1,Great_Dane,0.128056,11694,4207
813127251579564032,2016-12-25 21:00:18+00:00,iphone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,11,10,,doggo,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1,Norwegian_elkhound,0.4324159999999999,13242,3652
813202720496779264,2016-12-26 02:00:11+00:00,iphone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,11,10,,doggo,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1,cocker_spaniel,0.701852,10192,2090
813910438903693312,2016-12-28 00:52:25+00:00,iphone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,11,10,Chubbs,doggo,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,Siberian_husky,0.6993550000000001,10342,2194
817777686764523521,2017-01-07 16:59:28+00:00,iphone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",13,10,Dido,doggo,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1,curly-coated_retriever,0.733256,11901,3084
819004803107983360,2017-01-11 02:15:36+00:00,iphone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,14,10,Bo,doggo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,standard_poodle,0.351308,95450,42228
821107785811234820,2017-01-16 21:32:06+00:00,iphone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,11,10,,doggo,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1,Pomeranian,0.85659,10645,2487
821407182352777218,2017-01-17 17:21:47+00:00,iphone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,14,10,Sundance,doggo,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1,Irish_setter,0.5054960000000001,13075,5053
821765923262631936,2017-01-18 17:07:18+00:00,iphone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,13,10,Duchess,doggo,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1,golden_retriever,0.980071,9317,1899
826204788643753985,2017-01-30 23:05:46+00:00,iphone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",13,10,,doggo,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,2,Labrador_retriever,0.782058,5361,1075
826476773533745153,2017-01-31 17:06:32+00:00,iphone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,12,10,Pilot,doggo,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1,German_shepherd,0.7418600000000001,20275,4821
826848821049180160,2017-02-01 17:44:55+00:00,iphone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,13,10,Cupid,doggo,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,Great_Pyrenees,0.858764,40325,11878
826958653328592898,2017-02-02 01:01:21+00:00,iphone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,12,10,Loki,doggo,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1,golden_retriever,0.6173890000000001,23767,5757
737445876994609152,2016-05-31 00:49:32+00:00,iphone,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,13,10,,floofer,https://pbs.twimg.com/media/CjvvHBwUoAE55WZ.jpg,1,Samoyed,0.400568,11302,5048
685307451701334016,2016-01-08 03:50:03+00:00,iphone,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,11,10,Petrick,floofer,https://pbs.twimg.com/media/CYKzfTTWMAEeTN7.jpg,1,Pomeranian,0.963176,2262,496
733822306246479872,2016-05-21 00:50:46+00:00,iphone,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,10,10,Moose,floofer,https://pbs.twimg.com/media/Ci8Pfg_UUAA2m9i.jpg,1,Lhasa,0.457356,4015,1141
776218204058357768,2016-09-15 00:36:55+00:00,iphone,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,13,10,,floofer,https://pbs.twimg.com/media/CsWuVEdWcAAqbe9.jpg,1,Samoyed,0.940326,33345,18497
800388270626521089,2016-11-20 17:20:08+00:00,iphone,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,12,10,Doc,floofer,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,2,golden_retriever,0.35986,12456,3265
883360690899218434,2017-07-07 16:22:55+00:00,iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,22986,3825
749317047558017024,2016-07-02 19:01:20+00:00,iphone,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB,12,10,Blu,floofer,https://pbs.twimg.com/ext_tw_video_thumb/749316899712950272/pu/img/nvZI9mkoAxt89sul.jpg,1,wire-haired_fox_terrier,0.155144,6076,2509
683834909291606017,2016-01-04 02:18:42+00:00,iphone,Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. 9/10 would still pet https://t.co/O1E4AtHVxO,19,10,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/683834825250320385/pu/img/yZdrqMlyky4KGOu6.jpg,1,Maltese_dog,0.738449,2880,1265
685268753634967552,2016-01-08 01:16:17+00:00,iphone,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,10,10,Hubertson,pupper,https://pbs.twimg.com/media/CYKQS0xUQAEOptC.jpg,1,pug,0.999044,3419,1371
685641971164143616,2016-01-09 01:59:19+00:00,iphone,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,17,10,Otis,pupper,https://pbs.twimg.com/media/CYPjvFqW8AAgiP2.jpg,1,Lakeland_terrier,0.253839,3218,885
685943807276412928,2016-01-09 21:58:42+00:00,iphone,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,18,10,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/685943751555051520/pu/img/rlBvQWaFPUMx1MTi.jpg,1,papillon,0.200812,1801,696
685169283572338688,2016-01-07 18:41:01+00:00,iphone,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,11,10,Gerbald,pupper,https://pbs.twimg.com/media/CYI10WhWsAAjzii.jpg,1,Bernese_mountain_dog,0.975096,4489,1620
683828599284170753,2016-01-04 01:53:37+00:00,iphone,Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy. 12/10 https://t.co/Eeh3yfdglS,12,10,,pupper,https://pbs.twimg.com/media/CX1ye7HUMAADDzh.jpg,1,malamute,0.577376,3053,1195
683142553609318400,2016-01-02 04:27:31+00:00,iphone,Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. 9/10 pet w caution https://t.co/hhIA3coiAJ,19,10,Brandy,pupper,https://pbs.twimg.com/media/CXsChyjW8AQJ16C.jpg,1,Leonberg,0.605851,3162,1173
683462770029932544,2016-01-03 01:39:57+00:00,iphone,"""Hello forest pupper I am house pupper welcome to my abode"" (8/10 for both) https://t.co/qFD8217fUT",18,10,,pupper,https://pbs.twimg.com/media/CXwlw9MWsAAc-JB.jpg,1,Italian_greyhound,0.3995599999999999,2676,761
683111407806746624,2016-01-02 02:23:45+00:00,iphone,This is Larry. He thought the New Year's parties were tonight. 10/10 poor pupper. Maybe next year https://t.co/h3X0jK8MVM,10,10,Larry,pupper,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,1,cocker_spaniel,0.901392,3736,1034
683078886620553216,2016-01-02 00:14:32+00:00,iphone,Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. 9/10 undeniably huggable https://t.co/ny8mnXhGOW,19,10,,pupper,https://pbs.twimg.com/media/CXrIntsUsAEkv0d.jpg,1,Eskimo_dog,0.0940442,2176,634
681891461017812993,2015-12-29 17:36:07+00:00,iphone,Say hello to Charlie. He's scholarly af. Quite intimidating with all his pupper knowledge 10/10 even built that fire https://t.co/9KThv6z8u5,10,10,Charlie,pupper,https://pbs.twimg.com/media/CXaQqGbWMAAKEgN.jpg,1,Chihuahua,0.20357,2706,951
681694085539872773,2015-12-29 04:31:49+00:00,iphone,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://t.co/TONMhRoQh7,11,10,Bo,pupper,https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,1,toy_poodle,0.920992,14010,4581
680836378243002368,2015-12-26 19:43:36+00:00,iphone,This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb,12,10,Ellie,pupper,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,3,Pembroke,0.427781,3766,1513
681654059175129088,2015-12-29 01:52:46+00:00,iphone,This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical. 12/10 would pet firmly https://t.co/oEXEKt3MHu,12,10,Toffee,pupper,https://pbs.twimg.com/media/CXW4wGHWsAE_eBD.jpg,1,Pomeranian,0.800538,2903,1045
681231109724700672,2015-12-27 21:52:07+00:00,iphone,I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI,11,10,,pupper,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,1,Irish_setter,0.406047,2629,540
686007916130873345,2016-01-10 02:13:27+00:00,iphone,This pupper has a magical eye. 11/10 I can't stop looking at it https://t.co/heAGpKTpPW,11,10,,pupper,https://pbs.twimg.com/media/CYUwjz-UAAEcdi8.jpg,1,Rhodesian_ridgeback,0.885301,2704,472
683481228088049664,2016-01-03 02:53:17+00:00,iphone,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq,11,10,Banjo,pupper,https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,1,keeshond,0.508951,2878,1118
686377065986265092,2016-01-11 02:40:19+00:00,iphone,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX,10,10,Birf,pupper,https://pbs.twimg.com/media/CYaAS2kUoAINkye.jpg,1,German_shepherd,0.830816,2433,637
694329668942569472,2016-02-02 01:21:07+00:00,iphone,Meet Grady. He's very hungry. Too bad no one can find his food bowl. 9/10 poor pupper https://t.co/oToIkYnEGn,19,10,Grady,pupper,https://pbs.twimg.com/media/CaLBJmOWYAQt44t.jpg,1,boxer,0.99006,2203,569
